y_val,y_pred
9.0,8.463029656552187
8.5,8.004534623054731
7.5,8.550576165660694
8.0,8.769379834608351
9.0,7.814563830783534
8.5,8.840418163650845
7.5,8.577645237550549
6.5,8.33743234280724
5.0,8.44654230272159
9.0,8.082606381642343
9.0,8.099857193876467
9.0,8.307029767129514
7.0,8.360657353994846
9.0,8.518490754672037
9.0,8.564705433316938
10.0,10.200264971638042
10.0,8.65762919751456
10.0,8.037479897109968
9.0,8.446240153564084
9.5,8.83292586314952
10.0,8.830969665279788
9.0,8.338575576250385
10.0,8.010737353754173
10.0,9.73700324340485
10.0,8.113966987403053
7.5,8.582373518606126
8.5,8.056870001011937
8.0,7.997676421008016
7.0,8.193818587977383
5.5,8.072216495049595
9.0,8.478095016900859
9.5,8.554988828422445
7.0,8.18684359153145
9.0,8.841443360601495
8.0,8.26172140269069
10.0,9.025719040299244
1.5,7.847784825419019
7.5,8.193070986010078
9.0,8.103335386891793
9.0,8.505260786383822
9.0,8.15197715255659
10.0,8.37811824963888
10.0,8.248163798933327
9.0,8.485744894999023
9.0,8.087055741278398
9.0,8.065044171926509
7.0,8.401051797664202
6.5,7.750821417015921
5.0,7.5447153459756535
9.0,7.825076377448802
6.5,8.108940733182187
9.0,8.328485352620426
10.0,9.052710684183928
10.0,8.68455049843056
10.0,9.266567492326665
8.0,8.487651657131444
8.0,7.909891807408947
9.5,8.841652581868637
10.0,8.508838442962094
10.0,8.306433964862897
9.0,7.82199404935114
10.0,8.262384534166138
10.0,8.080470281471442
9.5,8.615848290319498
9.0,8.262335877218227
8.0,8.081664727586265
7.0,8.16075070114335
10.0,8.380379070055149
9.5,7.85428487258492
10.0,8.639900773465577
8.5,8.736463913104906
10.0,7.947810772217288
8.5,8.511090757725704
7.0,8.72704086737236
9.5,8.868060886008841
10.0,8.475173346982281
10.0,8.63412888184417
10.0,8.33841296826018
9.5,8.361223739331997
10.0,8.021468017301466
8.5,8.384298578683463
9.5,8.715361499162334
10.0,8.29939904383378
8.0,8.695221553520476
8.5,7.953141621103221
6.0,8.271973051705807
10.0,7.337155190405845
6.0,7.719039988405946
5.0,4.959367849886128
7.0,8.325616249632965
9.0,8.509193428261149
10.0,8.390124887861255
9.0,7.916634986926745
8.0,8.450587409192174
9.0,8.78010018984083
7.0,8.485997944306526
9.0,8.298373863385002
9.0,7.8710765401995175
8.5,7.289048317056093
7.5,8.262102144239414
7.5,8.653062430843654
9.0,8.077102690462432
2.0,7.445349822977967
9.0,8.440440704806186
10.0,8.197523394010439
8.0,8.530049577348343
9.0,8.23291002184147
6.0,7.519085376341771
5.0,8.091547331154523
10.0,8.569841140932347
7.5,8.488207291455417
6.5,6.354553629811797
8.5,8.80575977282593
9.0,8.325927537335026
7.0,8.24027239967132
9.0,8.194301563424467
10.0,8.94326719128754
10.0,8.545720415648482
10.0,8.297632294583543
6.5,8.048152245108447
9.0,7.886881186445187
8.5,8.286183567652422
9.0,8.066777130931094
4.5,6.87203666549636
6.0,8.665226290984954
10.0,8.240224574161637
9.5,7.877802353461682
9.0,8.97572810734733
9.5,8.445237266591228
9.5,8.474248417646102
10.0,9.052710684183928
8.0,8.023973835101295
8.5,8.24407282959897
8.5,8.083446958910152
8.5,8.876140916363745
8.0,8.366904035611022
9.0,7.919688024318255
8.0,7.943824585869386
6.5,8.887961943393982
9.5,7.944232389818588
8.0,8.336590446524731
10.0,8.589793564395457
9.0,8.07331796111999
7.5,8.28788557415124
8.5,8.340768363319746
8.5,7.079107773657832
9.0,8.977765936979502
6.0,8.526628165265954
10.0,7.446482209016047
10.0,8.506258134490288
9.5,7.778904627477694
10.0,8.797737305685821
10.0,7.688946123489821
8.0,8.589944191095363
7.5,8.098868622088283
5.0,8.211827677114577
8.5,8.138568741844445
9.0,8.123646007785517
6.5,8.5189191086613
9.0,8.503559428609385
9.5,8.195313372816834
9.0,8.781640401219427
10.0,8.37172692536138
9.5,8.478512509544323
10.0,8.59879797725467
6.5,7.286790506499763
7.0,6.57908540314407
8.0,8.58152608825936
4.5,8.598051019820794
4.5,8.122293091197442
10.0,8.828478745847185
8.0,8.736198627150095
9.0,7.923749186149742
8.0,7.993953199293408
9.5,8.169021186935659
7.0,8.508494779460541
6.0,8.166316003415211
9.0,8.27614486956032
6.0,8.05980798700353
6.5,7.962161966621586
10.0,8.68779156822007
10.0,7.827955195498596
10.0,8.339498585723284
9.0,8.55950669227628
9.0,8.379338974999207
9.0,8.446563662022761
10.0,8.05776662058657
7.0,8.35473705047503
7.0,9.000082679202258
9.0,7.997895981119889
10.0,7.533350438338182
8.5,8.238386752833556
9.0,8.64918523345137
8.0,8.674588950518462
4.5,8.171189294946323
7.0,8.931932071071294
7.5,8.546645811460856
9.0,8.515287409936953
9.0,7.882149425910264
5.0,8.314617625488843
10.0,7.763557876918874
9.0,8.431549645080175
8.5,8.498382748970705
6.0,8.667607652191016
8.5,8.753484428212921
10.0,7.329212251505176
9.0,8.19377618037857
9.0,8.404807960491105
10.0,8.623228792501557
10.0,7.80703275737347
9.0,8.30824483068887
10.0,8.505869072738513
10.0,8.35751837156591
10.0,8.313900016299392
9.0,6.818259925137916
10.0,8.28213559166057
9.5,8.490411528611965
8.0,8.35992883471068
9.5,8.58686818187585
9.5,7.928838107116697
10.0,8.215191746938451
10.0,8.894876324826562
10.0,8.215112504076622
7.0,8.033591152161769
9.0,6.9538459675025095
9.0,8.875996525130411
9.5,8.632123895273487
